id	effectiveTime	active	moduleId	refsetId	referencedComponentId	acceptabilityId
209cbff4-9829-4eb3-bdd3-5d81c67a15fc	20201130	1	45991000052106	63461000052102	3554531000052113	900000000000548007
209eec2a-7d13-497d-8240-82e2277da413	20201130	1	45991000052106	63461000052102	3555841000052115	900000000000548007
8846d110-3364-4892-97b1-43417a491c5a	20201130	1	45991000052106	63461000052102	3555711000052111	900000000000548007
0d1e7fd1-732a-4d9e-b97b-ece6e0eaf896	20201130	1	45991000052106	63461000052102	3556111000052117	900000000000548007
7ef4cee7-5262-444f-b591-fac15ba405d5	20201130	1	45991000052106	63461000052102	3556121000052113	900000000000548007
172d8222-bc80-4952-9fdc-266c9c88e543	20201130	1	45991000052106	63461000052102	3555941000052114	900000000000548007
901a64ab-2145-40cc-9af5-56692f6d686d	20201130	1	45991000052106	63461000052102	3556041000052117	900000000000548007
11175449-fec9-4547-a40a-9cda3578e72a	20201130	1	45991000052106	63461000052102	4192371000052111	900000000000548007
64e67fd1-ccdf-4369-b11a-5f08cc249124	20201130	1	45991000052106	63461000052102	3555551000052115	900000000000548007
c74dfad9-1adb-4ee8-95a4-76ea313b2d25	20201130	1	45991000052106	63461000052102	3555551000052115	900000000000548007
03cf3e45-7688-4ac4-8085-6139a58ddc53	20201130	1	45991000052106	63461000052102	3556371000052110	900000000000548007
26e1aad2-f489-4677-94be-ac2f320d2711	20201130	1	45991000052106	63461000052102	3554541000052119	900000000000548007
6dfb5c0a-fe75-4cf1-8fa6-b5d199f1cdae	20201130	1	45991000052106	63461000052102	4364701000052119	900000000000548007
6a63e0e1-cc71-4233-9a32-db49daf133e2	20201130	1	45991000052106	63461000052102	3555991000052119	900000000000548007
090d21d0-09b1-472c-b970-2e71af5d0d5d	20201130	1	45991000052106	63461000052102	3555801000052118	900000000000548007
bf9b0aa5-a138-42dc-a7be-124a5760a298	20201130	1	45991000052106	63461000052102	3556291000052116	900000000000548007
726c8a59-4321-48f1-a29a-c6d40532d270	20201130	1	45991000052106	63461000052102	3554691000052110	900000000000548007
ee18031c-bbb3-4b02-b740-4ae8d5db838c	20201130	1	45991000052106	63461000052102	3555761000052113	900000000000548007
66650f86-3676-42e4-84a3-700501d9b3ff	20201130	1	45991000052106	63461000052102	3556431000052116	900000000000548007
e56d094a-90a5-4107-ae63-acece166f42c	20201130	1	45991000052106	63461000052102	4192231000052118	900000000000548007
d07690be-b11f-4820-b357-ed3c9f3a675e	20201130	1	45991000052106	63461000052102	3556641000052113	900000000000548007
af348202-70f7-4af4-87d5-cbbd1884c69a	20201130	1	45991000052106	63461000052102	3556181000052114	900000000000548007
94d614d1-cd1e-4ed5-85cc-b59ecddada87	20201130	1	45991000052106	63461000052102	3555561000052117	900000000000548007
5dd02441-149e-46ef-b775-8db34cf727e8	20201130	1	45991000052106	63461000052102	3556351000052116	900000000000548007
95d2d50a-408e-409a-990c-320fe2764a29	20201130	1	45991000052106	63461000052102	3554681000052113	900000000000548007
49412a7d-7356-488f-923c-6e53f1cba34c	20201130	1	45991000052106	63461000052102	3556161000052115	900000000000548007
79364ca2-4240-41aa-ba77-56c5bfbf7d45	20201130	1	45991000052106	63461000052102	4192301000052118	900000000000548007
872d0faa-a5ee-498a-9116-8047fe0d524b	20201130	1	45991000052106	63461000052102	4390211000052119	900000000000548007
6d7f8920-5007-4f37-b7d0-9a679aaad6cb	20201130	1	45991000052106	63461000052102	3556671000052117	900000000000548007
fb934622-75bb-45af-972d-748ad60b48aa	20201130	1	45991000052106	63461000052102	3556661000052114	900000000000548007
6ac65364-4ec2-4729-9321-86495537570f	20201130	1	45991000052106	63461000052102	3520081000052112	900000000000548007
211254a2-0681-4350-90f9-5437ae174f97	20201130	1	45991000052106	63461000052102	304841000052115	900000000000548007
7e106b47-6fe7-4fb9-a5e4-853e1c1d19c2	20201130	1	45991000052106	63461000052102	4192411000052110	900000000000548007
407ea508-2047-48ea-a08a-e020179da55f	20201130	1	45991000052106	63461000052102	4192441000052111	900000000000548007
2883b3b5-c4c5-482e-8c22-d80395a45315	20201130	1	45991000052106	63461000052102	4192491000052116	900000000000548007
6e910d1f-9459-4c9a-9208-321134b68c50	20201130	1	45991000052106	63461000052102	4192541000052110	900000000000548007
26aa7e08-300e-470d-a426-c08038c5ca05	20201130	1	45991000052106	63461000052102	4192581000052117	900000000000548007
2a03e709-eda3-4248-8df8-6476d7f71a6c	20201130	1	45991000052106	63461000052102	4209981000052115	900000000000548007
ebaf950b-a6a7-49e2-a81f-453aa974b9a5	20201130	1	45991000052106	63461000052102	4192781000052114	900000000000548007
aaade58d-a63c-40cb-adef-b871930336f5	20201130	1	45991000052106	63461000052102	4192791000052111	900000000000548007
298aa0a3-f57f-4d96-b1cf-5b6bc8acc50d	20201130	1	45991000052106	63461000052102	4192891000052118	900000000000548007
acfc799c-ebd9-479a-8007-4524adcd1fc8	20201130	1	45991000052106	63461000052102	4192941000052119	900000000000548007
fe773115-d83d-4afb-ab6a-d45a39560e4b	20201130	1	45991000052106	63461000052102	4192961000052118	900000000000548007
dbf7941e-5ad1-4b96-8873-138ac57785ad	20201130	1	45991000052106	63461000052102	4192971000052110	900000000000548007
8ec5384b-f037-4c07-9ab0-7fa638e89f75	20201130	1	45991000052106	63461000052102	4192981000052112	900000000000548007
0e839848-6b8a-4c23-91c0-f1f94f2ea687	20201130	1	45991000052106	63461000052102	4331921000052117	900000000000548007
5042a041-26a9-4cde-8654-f1774a01e9ba	20201130	1	45991000052106	63461000052102	4194391000052116	900000000000548007
ad26bf68-1f7b-4159-9974-e57fead2e34e	20201130	1	45991000052106	63461000052102	4200721000052112	900000000000548007
d89e812c-aeeb-48ce-a532-bf7a69204013	20201130	1	45991000052106	63461000052102	4200791000052110	900000000000548007
f5109d6f-6165-4898-961e-5895fa61b94c	20201130	1	45991000052106	63461000052102	4193011000052110	900000000000548007
a48d2387-4076-469c-99b1-c59ce46f2958	20201130	1	45991000052106	63461000052102	4193021000052119	900000000000548007
976d8a63-7cdf-482e-ba5a-9547507c904a	20201130	1	45991000052106	63461000052102	4194571000052112	900000000000548007
